"","Latency","Answer","cat","cond","tier"
"382",6.772,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"383",1.288,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"384",2.066,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"385",0.945,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"386",1.627,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"387",NA,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"388",0.548,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"389",2.456,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"390",NA,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"391",2.191,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"392",1.123,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"393",1.786,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"394",1.749,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"395",11.2,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"396",3.157,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"397",1.228,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"398",0.974,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"399",2.201,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"400",2.039,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"401",4.746,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"402",1.744,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"403",3.212,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"404",1.369,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"405",1.307,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"406",0.666,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"407",0.877,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"408",1.257,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"409",1.177,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"410",1.501,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"411",1.96,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"412",2.319,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"413",0.76,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"414",0.625,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"415",1.051,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"416",0.733,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"417",6.02,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"418",1.59,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"419",2.792,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"420",1.714,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"421",1.897,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"422",2.16,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"423",0.753,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"424",4.379,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"425",1.998,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"426",1.309,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"427",0.498,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"428",1.257,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"429",2.095,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"430",1.958,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"431",1.241,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"432",1.535,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"433",1.1,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"434",0.599,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"435",1.213,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"436",0.376,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"437",0.601,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"438",0.854,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"439",1.547,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"440",1.595,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"441",1.337,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"442",0.543,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"443",0.502,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"444",1.747,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"445",2.041,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"446",1.138,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"447",0.964,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"448",0.776,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"449",1.176,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"450",1.145,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"451",0.656,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"452",1.301,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"453",2.701,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"454",2.329,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"455",2.098,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"456",1.814,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"457",1.482,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"458",0.726,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"459",0.621,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"460",2.6,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"461",1.197,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"462",1.3,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"463",3.9,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"464",NA,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"465",0.694,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"466",0.345,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"467",1.835,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"468",NA,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"469",0.933,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"470",1.57,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"471",1.171,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"472",2.391,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"473",1.046,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"474",1.572,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"475",1.78,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"476",0.775,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"477",1.354,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"478",3.33,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"479",1.408,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"480",1.652,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"481",1.272,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"482",1.782,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"483",9.7,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"484",2.03,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"485",1.459,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"486",0.638,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"487",0.76,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"488",0.661,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"489",1.114,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"490",2.046,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"491",1.716,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"492",1.503,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"493",1.085,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"494",6.345,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"495",2.18,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"496",7.076,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"497",0.455,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"498",1.122,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"499",0.995,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"500",0.478,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"501",1.293,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"502",1.995,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"503",4.195,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"504",1.902,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"505",NA,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"506",NA,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"507",1.767,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"508",1.266,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"509",1.755,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"510",2.016,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"511",0.748,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"512",1.849,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"513",2.245,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"514",0.701,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"515",1.099,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"516",10.249,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"517",1.251,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"518",0.942,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"519",0.919,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"520",1.991,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"521",0.913,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"522",1.996,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"523",0.751,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"524",1.024,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"525",1.392,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"526",1.139,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"527",1.525,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"528",0.639,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"529",2.613,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"530",0.67,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"531",1.153,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"532",0.58,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"533",1.923,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"534",2.827,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"535",0.676,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"536",1.885,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"537",0.943,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"538",0.964,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"539",1.959,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"540",0.669,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"541",4.16,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"542",0.802,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"543",0.901,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"544",0.953,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"545",0.594,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"546",1.787,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"547",3.12,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"548",0.743,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"549",0.602,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"550",2.028,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"551",0.95,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"552",0.795,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"553",1.301,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"554",0.867,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"555",0.786,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"556",1.138,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"557",1.054,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"558",NA,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"559",0.815,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"560",1.793,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"561",1.392,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"562",2.048,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"563",0.814,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"564",1.557,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"565",1.055,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"566",0.741,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"567",0.956,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"568",1.475,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"569",1.297,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"570",1.117,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"571",0.946,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"572",1.532,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"573",3.546,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"574",0.624,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"575",0.522,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"576",1.3,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"577",2.976,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"578",2.156,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"579",1.222,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"580",0.981,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"581",0.389,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"582",1.495,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"583",5.445,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"584",0.341,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"585",3.108,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"586",4.546,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"587",1.112,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"588",2.202,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"589",1.538,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"590",4.101,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"591",3.221,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"592",0.9,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"593",0.689,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"594",6.39,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"595",1.992,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"596",5.146,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"597",1.558,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"598",11.445,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"599",1.098,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"600",1.765,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"601",6.144,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"602",0.967,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"603",0.689,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"604",3.33,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"605",0.987,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"606",11.043,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"607",1.741,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"608",4.455,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"609",5.401,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"610",0.911,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"611",2.268,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"612",3.488,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"613",0.9,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"614",2.149,"Very Undesirable","ass.b3","Asymmetric","Bottom 30%"
"615",2.386,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"616",4.603,"Very Undesirable","ass.b3","Asymmetric","Bottom 30%"
"617",1.197,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"618",3.077,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"619",4.335,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"620",1.601,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"621",NA,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"622",2.8,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"623",0.975,"Very Desirable","ass.b3","Asymmetric","Bottom 30%"
"624",3.258,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"625",4.347,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"626",7.319,"Very Desirable","ass.b3","Asymmetric","Bottom 30%"
"627",4.901,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"628",2.754,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"629",4.116,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"630",0.524,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"631",2.726,"Very Undesirable","ass.b3","Asymmetric","Bottom 30%"
"632",1.079,"Very Undesirable","ass.b3","Asymmetric","Bottom 30%"
"633",3.3,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"634",6.815,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"635",1.977,"Very Undesirable","ass.b3","Asymmetric","Bottom 30%"
"636",4.236,"Very Undesirable","ass.b3","Asymmetric","Bottom 30%"
"637",7.426,"Very Desirable","ass.b3","Asymmetric","Bottom 30%"
"638",3.298,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"639",1.931,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"640",5.726,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"641",0.611,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"642",5.236,"Very Desirable","ass.b3","Asymmetric","Bottom 30%"
"643",3.8,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"644",5.7,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"645",3.955,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"646",4.189,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"647",5.846,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"648",2.02,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"649",NA,"Very Desirable","ass.b3","Asymmetric","Bottom 30%"
"650",1.218,"Very Desirable","ass.b3","Asymmetric","Bottom 30%"
"651",4.6,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"652",0.977,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"653",0.912,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"654",2.227,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"655",5.369,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"656",2.045,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"657",2.949,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"658",2.916,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"659",1.263,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"660",1.664,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"661",3.801,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"662",3.29,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"663",7.187,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"664",2.737,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"665",4.159,"Very Desirable","ass.b3","Asymmetric","Bottom 30%"
"666",1.966,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"667",2.176,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"668",5.746,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"669",1.984,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"670",4.48,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"671",3.668,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"672",6.057,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"673",0.857,"Very Desirable","ass.b3","Asymmetric","Bottom 30%"
"674",4.308,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"675",3.301,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"676",4.393,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"677",0.996,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"678",3.771,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"679",1.477,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"680",1.998,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"681",1.472,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"682",5.656,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"683",1.924,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"684",2.939,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"685",6.283,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"686",NA,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"687",0.785,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"688",3.068,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"689",8.257,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"690",0.563,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"691",2.851,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"692",4.6,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"693",2.142,"Very Undesirable","ass.b3","Asymmetric","Bottom 30%"
"694",NA,"Very Desirable","ass.b3","Asymmetric","Bottom 30%"
"695",2.617,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"696",1.168,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"697",NA,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"698",0.512,"Very Undesirable","ass.b3","Asymmetric","Bottom 30%"
"699",6.79,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"700",NA,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"701",NA,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"702",5.117,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"703",2.886,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"704",1.377,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"705",0.754,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"706",0.998,"Very Desirable","ass.b3","Asymmetric","Bottom 30%"
"707",3.883,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"708",2.03,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"709",0.8,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"710",3.399,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"711",2.996,"Very Undesirable","ass.b3","Asymmetric","Bottom 30%"
"712",1.368,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"713",4.446,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"714",2.249,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"715",0.471,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"716",2.08,"Very Undesirable","ass.b3","Asymmetric","Bottom 30%"
"717",1.598,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"718",2.666,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"719",0.537,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"720",1.675,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"721",0.855,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"722",1.381,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"723",5.541,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"724",1.534,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"725",1.651,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"726",0.577,"Very Desirable","ass.b3","Asymmetric","Bottom 30%"
"727",3.169,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"728",0.789,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"729",0.709,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"730",0.694,"Very Undesirable","ass.b3","Asymmetric","Bottom 30%"
"731",1.121,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"732",1.393,"Very Undesirable","ass.b3","Asymmetric","Bottom 30%"
"733",1.973,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"734",1.402,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"735",4.239,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"736",NA,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
"737",9.36,"Desirable","ass.b3","Asymmetric","Bottom 30%"
"738",NA,"Neutral","ass.b3","Asymmetric","Bottom 30%"
"739",1.616,"Undesirable","ass.b3","Asymmetric","Bottom 30%"
